TEAM_ID,TEAM_NAME,GP,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,SEASON_START_YEAR,TEAM_SUCCESS_GROUP,TWO_PM,TWO_PA,TWO_PCT,FG3A_RATE,FT_RATE,OREB_SHARE,ASSISTED_FG_RATE,BALL_CONTROL,BLOCK_ADVANTAGE,FOUL_BALANCE
1610612762,Utah Jazz,82,0.622,48.2,37.0,79.5,0.466,9.6,26.0,0.372,17.1,22.9,0.747,9.4,33.8,43.2,20.1,13.6,6.7,5.0,3.8,18.8,20.2,100.7,3.9,2016-17,2016,Successful,27.4,53.5,0.512,0.327,0.288,0.218,0.543,6.500000000000002,1.2000000000000002,1.3999999999999986
1610612764,Washington Wizards,82,0.598,48.4,41.3,87.0,0.475,9.2,24.8,0.372,17.3,22.1,0.784,10.3,32.6,42.9,23.9,14.2,8.5,4.1,4.6,21.3,19.8,109.2,1.8,2016-17,2016,Average,32.099999999999994,62.2,0.516,0.285,0.254,0.24,0.579,9.7,-0.5,-1.5
1610612737,Atlanta Hawks,82,0.293,48.1,38.2,85.5,0.446,11.2,31.0,0.36,15.8,20.2,0.785,9.1,32.8,41.9,23.7,15.5,7.8,4.2,5.5,19.6,20.3,103.4,-5.5,2017-18,2017,Unsuccessful,27.000000000000004,54.5,0.495,0.363,0.236,0.217,0.62,8.2,-1.2999999999999998,0.6999999999999993
1610612738,Boston Celtics,82,0.671,48.3,38.3,85.1,0.45,11.5,30.4,0.377,16.0,20.7,0.771,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,104.0,3.6,2017-18,2017,Successful,26.799999999999997,54.699999999999996,0.49,0.357,0.243,0.211,0.587,8.5,0.09999999999999964,-0.5
1610612751,Brooklyn Nets,82,0.341,48.4,38.2,86.8,0.441,12.7,35.7,0.356,17.4,22.6,0.772,9.7,34.8,44.4,23.7,15.2,6.2,4.8,5.5,20.6,19.7,106.6,-3.7,2017-18,2017,Unsuccessful,25.500000000000004,51.099999999999994,0.499,0.411,0.26,0.218,0.62,8.5,-0.7000000000000002,-0.9000000000000021
1610612766,Charlotte Hornets,82,0.439,48.2,39.0,86.7,0.45,10.0,27.2,0.369,20.2,27.0,0.747,10.1,35.4,45.5,21.6,12.7,6.8,4.5,4.9,17.2,22.4,108.2,0.3,2017-18,2017,Average,29.0,59.5,0.487,0.314,0.311,0.222,0.554,8.900000000000002,-0.40000000000000036,5.199999999999999
1610612741,Chicago Bulls,82,0.329,48.4,38.7,88.8,0.435,11.0,31.1,0.355,14.6,19.2,0.759,9.6,35.0,44.7,23.5,14.0,7.6,3.5,5.2,19.2,17.4,102.9,-7.0,2017-18,2017,Unsuccessful,27.700000000000003,57.699999999999996,0.48,0.35,0.216,0.215,0.607,9.5,-1.7000000000000002,-1.8000000000000007
1610612739,Cleveland Cavaliers,82,0.61,48.1,40.4,84.8,0.476,12.0,32.1,0.372,18.1,23.3,0.779,8.5,33.7,42.1,23.4,13.7,7.1,3.8,4.1,18.6,20.7,110.9,0.9,2017-18,2017,Successful,28.4,52.699999999999996,0.539,0.379,0.275,0.202,0.579,9.7,-0.2999999999999998,2.099999999999998
1610612742,Dallas Mavericks,82,0.293,48.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,8.1,33.1,41.3,22.7,12.3,7.0,3.8,4.5,19.2,19.6,102.3,-3.0,2017-18,2017,Unsuccessful,26.3,53.10000000000001,0.495,0.382,0.218,0.196,0.596,10.399999999999999,-0.7000000000000002,0.40000000000000213
1610612743,Denver Nuggets,82,0.561,48.5,40.7,86.6,0.47,11.5,30.9,0.371,17.1,22.3,0.767,11.0,33.5,44.5,25.1,15.0,7.6,4.9,4.8,18.7,20.7,110.0,1.5,2017-18,2017,Average,29.200000000000003,55.699999999999996,0.524,0.357,0.258,0.247,0.617,10.100000000000001,0.10000000000000053,2.0
1610612765,Detroit Pistons,82,0.476,48.3,39.1,86.9,0.45,10.8,28.9,0.373,14.7,19.8,0.745,10.1,33.6,43.7,22.8,13.4,7.7,3.9,4.9,18.4,18.4,103.8,-0.1,2017-18,2017,Average,28.3,58.00000000000001,0.488,0.333,0.228,0.231,0.583,9.4,-1.0000000000000004,0.0
1610612744,Golden State Warriors,82,0.707,48.1,42.8,85.1,0.503,11.3,28.9,0.391,16.6,20.3,0.815,8.4,35.1,43.5,29.3,15.4,8.0,7.5,3.7,19.6,18.5,113.5,6.0,2017-18,2017,Successful,31.499999999999996,56.199999999999996,0.56,0.34,0.239,0.193,0.685,13.9,3.8,-1.1000000000000014
